episode 1 of 100000 complete,  explore val = 0.01, episode reward = 134.0, ave reward = 134.0, sim time = 0.565, fit time = 0.742, episode_time = 1.307
episode 197 of 100000 complete,  explore val = 0.01, episode reward = 4.0, ave reward = 42.3, sim time = 0.211, fit time = 0.0, episode_time = 0.211
episode 198 of 100000 complete,  explore val = 0.01, episode reward = 77.3, ave reward = 41.9, sim time = 0.22, fit time = 0.0, episode_time = 0.22
episode 199 of 100000 complete,  explore val = 0.01, episode reward = 23.6, ave reward = 42.2, sim time = 0.202, fit time = 0.0, episode_time = 0.202
episode 200 of 100000 complete,  explore val = 0.01, episode reward = -253.2, ave reward = 41.4, sim time = 0.247, fit time = 0.0, episode_time = 0.247
episode 201 of 100000 complete,  explore val = 0.01, episode reward = -322.9, ave reward = 39.1, sim time = 0.225, fit time = 6.346, episode_time = 6.571
episode 202 of 100000 complete,  explore val = 0.01, episode reward = 101.7, ave reward = 36.3, sim time = 0.306, fit time = 0.0, episode_time = 0.306
episode 203 of 100000 complete,  explore val = 0.01, episode reward = -82.6, ave reward = 37.4, sim time = 0.288, fit time = 0.0, episode_time = 0.288
episode 204 of 100000 complete,  explore val = 0.01, episode reward = -102.6, ave reward = 37.3, sim time = 0.192, fit time = 0.0, episode_time = 0.192
episode 205 of 100000 complete,  explore val = 0.01, episode reward = -37.4, ave reward = 35.3, sim time = 0.265, fit time = 0.0, episode_time = 0.265
episode 206 of 100000 complete,  explore val = 0.01, episode reward = 115.0, ave reward = 33.5, sim time = 0.26, fit time = 0.0, episode_time = 0.26
episode 207 of 100000 complete,  explore val = 0.01, episode reward = -291.0, ave reward = 36.2, sim time = 0.334, fit time = 0.0, episode_time = 0.334
episode 208 of 100000 complete,  explore val = 0.01, episode reward = 11.6, ave reward = 33.4, sim time = 0.306, fit time = 0.0, episode_time = 0.306
episode 209 of 100000 complete,  explore val = 0.01, episode reward = 62.2, ave reward = 32.9, sim time = 0.24, fit time = 0.0, episode_time = 0.24
episode 210 of 100000 complete,  explore val = 0.01, episode reward = 166.5, ave reward = 34.3, sim time = 0.312, fit time = 0.0, episode_time = 0.311
episode 211 of 100000 complete,  explore val = 0.01, episode reward = 104.6, ave reward = 35.2, sim time = 0.226, fit time = 6.212, episode_time = 6.439
episode 212 of 100000 complete,  explore val = 0.01, episode reward = 112.8, ave reward = 35.2, sim time = 0.274, fit time = 0.0, episode_time = 0.274
episode 213 of 100000 complete,  explore val = 0.01, episode reward = 142.0, ave reward = 39.0, sim time = 0.335, fit time = 0.0, episode_time = 0.335
episode 214 of 100000 complete,  explore val = 0.01, episode reward = 91.0, ave reward = 40.9, sim time = 0.227, fit time = 0.0, episode_time = 0.228
episode 215 of 100000 complete,  explore val = 0.01, episode reward = 116.3, ave reward = 40.6, sim time = 0.282, fit time = 0.0, episode_time = 0.282
episode 216 of 100000 complete,  explore val = 0.01, episode reward = 36.4, ave reward = 42.2, sim time = 0.19, fit time = 0.0, episode_time = 0.19
episode 217 of 100000 complete,  explore val = 0.01, episode reward = 246.5, ave reward = 41.8, sim time = 0.304, fit time = 0.0, episode_time = 0.305
episode 218 of 100000 complete,  explore val = 0.01, episode reward = 92.7, ave reward = 43.1, sim time = 0.232, fit time = 0.0, episode_time = 0.232
episode 219 of 100000 complete,  explore val = 0.01, episode reward = 187.0, ave reward = 43.4, sim time = 0.323, fit time = 0.0, episode_time = 0.323
episode 220 of 100000 complete,  explore val = 0.01, episode reward = -17.8, ave reward = 44.9, sim time = 0.219, fit time = 0.0, episode_time = 0.219
episode 221 of 100000 complete,  explore val = 0.01, episode reward = 45.5, ave reward = 42.7, sim time = 0.2, fit time = 6.533, episode_time = 6.733
episode 222 of 100000 complete,  explore val = 0.01, episode reward = 226.2, ave reward = 42.2, sim time = 0.33, fit time = 0.0, episode_time = 0.33
episode 223 of 100000 complete,  explore val = 0.01, episode reward = 114.9, ave reward = 46.2, sim time = 0.227, fit time = 0.0, episode_time = 0.227
episode 224 of 100000 complete,  explore val = 0.01, episode reward = 88.6, ave reward = 48.4, sim time = 0.236, fit time = 0.0, episode_time = 0.237
episode 225 of 100000 complete,  explore val = 0.01, episode reward = 38.9, ave reward = 47.4, sim time = 0.212, fit time = 0.0, episode_time = 0.212
episode 226 of 100000 complete,  explore val = 0.01, episode reward = 95.4, ave reward = 46.8, sim time = 0.243, fit time = 0.0, episode_time = 0.243
episode 227 of 100000 complete,  explore val = 0.01, episode reward = -7.8, ave reward = 47.3, sim time = 0.264, fit time = 0.0, episode_time = 0.264
episode 228 of 100000 complete,  explore val = 0.01, episode reward = 58.5, ave reward = 46.3, sim time = 0.213, fit time = 0.0, episode_time = 0.213
episode 229 of 100000 complete,  explore val = 0.01, episode reward = 54.8, ave reward = 46.0, sim time = 0.326, fit time = 0.0, episode_time = 0.326
episode 230 of 100000 complete,  explore val = 0.01, episode reward = 112.4, ave reward = 48.9, sim time = 0.282, fit time = 0.0, episode_time = 0.282
episode 231 of 100000 complete,  explore val = 0.01, episode reward = -133.5, ave reward = 50.4, sim time = 0.265, fit time = 6.293, episode_time = 6.558
episode 232 of 100000 complete,  explore val = 0.01, episode reward = -67.4, ave reward = 48.0, sim time = 0.286, fit time = 0.0, episode_time = 0.286
episode 233 of 100000 complete,  explore val = 0.01, episode reward = 97.8, ave reward = 47.8, sim time = 0.217, fit time = 0.0, episode_time = 0.217
episode 234 of 100000 complete,  explore val = 0.01, episode reward = 72.1, ave reward = 48.4, sim time = 0.278, fit time = 0.0, episode_time = 0.278
episode 235 of 100000 complete,  explore val = 0.01, episode reward = 300.1, ave reward = 49.7, sim time = 0.357, fit time = 0.0, episode_time = 0.357
episode 236 of 100000 complete,  explore val = 0.01, episode reward = 108.7, ave reward = 54.1, sim time = 0.261, fit time = 0.0, episode_time = 0.261
episode 237 of 100000 complete,  explore val = 0.01, episode reward = 247.4, ave reward = 54.5, sim time = 0.325, fit time = 0.0, episode_time = 0.325
episode 238 of 100000 complete,  explore val = 0.01, episode reward = -218.4, ave reward = 56.4, sim time = 0.259, fit time = 0.0, episode_time = 0.259
episode 239 of 100000 complete,  explore val = 0.01, episode reward = -57.8, ave reward = 50.5, sim time = 0.173, fit time = 0.0, episode_time = 0.173
episode 240 of 100000 complete,  explore val = 0.01, episode reward = -165.4, ave reward = 51.3, sim time = 0.286, fit time = 0.0, episode_time = 0.286
episode 241 of 100000 complete,  explore val = 0.01, episode reward = 28.7, ave reward = 48.9, sim time = 0.229, fit time = 6.563, episode_time = 6.793
episode 242 of 100000 complete,  explore val = 0.01, episode reward = 243.6, ave reward = 48.5, sim time = 0.354, fit time = 0.0, episode_time = 0.354
episode 243 of 100000 complete,  explore val = 0.01, episode reward = 86.2, ave reward = 50.6, sim time = 0.242, fit time = 0.0, episode_time = 0.242
episode 244 of 100000 complete,  explore val = 0.01, episode reward = 42.2, ave reward = 50.4, sim time = 0.341, fit time = 0.0, episode_time = 0.341
episode 245 of 100000 complete,  explore val = 0.01, episode reward = 147.6, ave reward = 50.2, sim time = 0.269, fit time = 0.0, episode_time = 0.269
episode 246 of 100000 complete,  explore val = 0.01, episode reward = -54.8, ave reward = 53.3, sim time = 0.237, fit time = 0.0, episode_time = 0.238
episode 247 of 100000 complete,  explore val = 0.01, episode reward = -3.0, ave reward = 52.4, sim time = 0.2, fit time = 0.0, episode_time = 0.2
episode 248 of 100000 complete,  explore val = 0.01, episode reward = 150.8, ave reward = 51.2, sim time = 0.291, fit time = 0.0, episode_time = 0.291
episode 249 of 100000 complete,  explore val = 0.01, episode reward = 57.5, ave reward = 51.2, sim time = 0.244, fit time = 0.0, episode_time = 0.244
episode 250 of 100000 complete,  explore val = 0.01, episode reward = 1.3, ave reward = 53.1, sim time = 0.264, fit time = 0.0, episode_time = 0.264
episode 251 of 100000 complete,  explore val = 0.01, episode reward = 27.0, ave reward = 53.0, sim time = 0.163, fit time = 6.45, episode_time = 6.612
episode 252 of 100000 complete,  explore val = 0.01, episode reward = 33.9, ave reward = 51.0, sim time = 0.31, fit time = 0.0, episode_time = 0.31
episode 253 of 100000 complete,  explore val = 0.01, episode reward = 135.9, ave reward = 50.1, sim time = 0.311, fit time = 0.0, episode_time = 0.311
episode 254 of 100000 complete,  explore val = 0.01, episode reward = 99.3, ave reward = 51.8, sim time = 0.267, fit time = 0.0, episode_time = 0.267
episode 255 of 100000 complete,  explore val = 0.01, episode reward = 143.9, ave reward = 50.2, sim time = 0.266, fit time = 0.0, episode_time = 0.267
episode 256 of 100000 complete,  explore val = 0.01, episode reward = 272.9, ave reward = 51.2, sim time = 0.426, fit time = 0.0, episode_time = 0.426
episode 257 of 100000 complete,  explore val = 0.01, episode reward = 148.3, ave reward = 53.6, sim time = 0.325, fit time = 0.0, episode_time = 0.325
episode 258 of 100000 complete,  explore val = 0.01, episode reward = 45.9, ave reward = 52.8, sim time = 0.239, fit time = 0.0, episode_time = 0.239
episode 259 of 100000 complete,  explore val = 0.01, episode reward = -0.1, ave reward = 51.9, sim time = 0.258, fit time = 0.0, episode_time = 0.258
episode 260 of 100000 complete,  explore val = 0.01, episode reward = -65.0, ave reward = 54.1, sim time = 0.268, fit time = 0.0, episode_time = 0.268
episode 261 of 100000 complete,  explore val = 0.01, episode reward = 192.0, ave reward = 54.5, sim time = 0.274, fit time = 6.601, episode_time = 6.876
episode 262 of 100000 complete,  explore val = 0.01, episode reward = 153.7, ave reward = 55.2, sim time = 0.333, fit time = 0.0, episode_time = 0.334
episode 263 of 100000 complete,  explore val = 0.01, episode reward = 72.0, ave reward = 53.9, sim time = 0.266, fit time = 0.0, episode_time = 0.266
episode 264 of 100000 complete,  explore val = 0.01, episode reward = -11.6, ave reward = 54.1, sim time = 0.263, fit time = 0.0, episode_time = 0.263
episode 265 of 100000 complete,  explore val = 0.01, episode reward = 31.9, ave reward = 53.7, sim time = 0.244, fit time = 0.0, episode_time = 0.244
episode 266 of 100000 complete,  explore val = 0.01, episode reward = 126.5, ave reward = 52.7, sim time = 0.273, fit time = 0.0, episode_time = 0.273
episode 267 of 100000 complete,  explore val = 0.01, episode reward = 148.1, ave reward = 53.3, sim time = 0.291, fit time = 0.0, episode_time = 0.291
episode 268 of 100000 complete,  explore val = 0.01, episode reward = 11.7, ave reward = 54.1, sim time = 0.246, fit time = 0.0, episode_time = 0.246
episode 269 of 100000 complete,  explore val = 0.01, episode reward = 139.8, ave reward = 54.5, sim time = 0.302, fit time = 0.0, episode_time = 0.302
episode 270 of 100000 complete,  explore val = 0.01, episode reward = -6.8, ave reward = 56.7, sim time = 0.2, fit time = 0.0, episode_time = 0.2
episode 271 of 100000 complete,  explore val = 0.01, episode reward = 196.6, ave reward = 57.8, sim time = 0.388, fit time = 6.699, episode_time = 7.087
episode 272 of 100000 complete,  explore val = 0.01, episode reward = 27.5, ave reward = 59.5, sim time = 0.265, fit time = 0.0, episode_time = 0.265
episode 273 of 100000 complete,  explore val = 0.01, episode reward = -86.8, ave reward = 62.3, sim time = 0.209, fit time = 0.0, episode_time = 0.209
episode 274 of 100000 complete,  explore val = 0.01, episode reward = 99.3, ave reward = 61.1, sim time = 0.259, fit time = 0.0, episode_time = 0.259
episode 275 of 100000 complete,  explore val = 0.01, episode reward = -57.0, ave reward = 59.5, sim time = 0.223, fit time = 0.0, episode_time = 0.223
episode 276 of 100000 complete,  explore val = 0.01, episode reward = 99.1, ave reward = 57.6, sim time = 0.254, fit time = 0.0, episode_time = 0.254
episode 277 of 100000 complete,  explore val = 0.01, episode reward = 23.5, ave reward = 58.1, sim time = 0.225, fit time = 0.0, episode_time = 0.225
episode 278 of 100000 complete,  explore val = 0.01, episode reward = 93.7, ave reward = 57.7, sim time = 0.255, fit time = 0.0, episode_time = 0.256
episode 279 of 100000 complete,  explore val = 0.01, episode reward = 325.3, ave reward = 56.1, sim time = 0.367, fit time = 0.0, episode_time = 0.368
episode 280 of 100000 complete,  explore val = 0.01, episode reward = -155.3, ave reward = 58.2, sim time = 0.206, fit time = 0.0, episode_time = 0.206
episode 281 of 100000 complete,  explore val = 0.01, episode reward = 58.4, ave reward = 57.1, sim time = 0.281, fit time = 6.389, episode_time = 6.67
episode 282 of 100000 complete,  explore val = 0.01, episode reward = 625.0, ave reward = 57.8, sim time = 0.448, fit time = 0.0, episode_time = 0.448
episode 283 of 100000 complete,  explore val = 0.01, episode reward = 104.1, ave reward = 60.7, sim time = 0.306, fit time = 0.0, episode_time = 0.306
episode 284 of 100000 complete,  explore val = 0.01, episode reward = 332.3, ave reward = 60.9, sim time = 0.343, fit time = 0.0, episode_time = 0.343
episode 285 of 100000 complete,  explore val = 0.01, episode reward = 1812.8, ave reward = 63.5, sim time = 0.614, fit time = 0.0, episode_time = 0.614
episode 286 of 100000 complete,  explore val = 0.01, episode reward = 722.6, ave reward = 80.8, sim time = 0.431, fit time = 0.0, episode_time = 0.431
episode 287 of 100000 complete,  explore val = 0.01, episode reward = 312.4, ave reward = 85.3, sim time = 0.337, fit time = 0.0, episode_time = 0.337
episode 288 of 100000 complete,  explore val = 0.01, episode reward = 1566.1, ave reward = 90.6, sim time = 0.635, fit time = 0.0, episode_time = 0.635
episode 289 of 100000 complete,  explore val = 0.01, episode reward = 596.3, ave reward = 106.7, sim time = 0.419, fit time = 0.0, episode_time = 0.42
episode 290 of 100000 complete,  explore val = 0.01, episode reward = 36.8, ave reward = 112.6, sim time = 0.256, fit time = 0.0, episode_time = 0.256
episode 291 of 100000 complete,  explore val = 0.01, episode reward = 183.8, ave reward = 110.7, sim time = 0.304, fit time = 8.991, episode_time = 9.296
episode 292 of 100000 complete,  explore val = 0.01, episode reward = -111.2, ave reward = 111.3, sim time = 0.235, fit time = 0.0, episode_time = 0.236
episode 293 of 100000 complete,  explore val = 0.01, episode reward = 214.5, ave reward = 109.1, sim time = 0.325, fit time = 0.0, episode_time = 0.325
episode 294 of 100000 complete,  explore val = 0.01, episode reward = 35.9, ave reward = 112.0, sim time = 0.213, fit time = 0.0, episode_time = 0.213
episode 295 of 100000 complete,  explore val = 0.01, episode reward = -50.0, ave reward = 112.1, sim time = 0.224, fit time = 0.0, episode_time = 0.224
episode 296 of 100000 complete,  explore val = 0.01, episode reward = 113.5, ave reward = 110.1, sim time = 0.233, fit time = 0.0, episode_time = 0.233
episode 297 of 100000 complete,  explore val = 0.01, episode reward = 33.9, ave reward = 111.1, sim time = 0.274, fit time = 0.0, episode_time = 0.274
episode 298 of 100000 complete,  explore val = 0.01, episode reward = -24.2, ave reward = 111.4, sim time = 0.208, fit time = 0.0, episode_time = 0.208
episode 299 of 100000 complete,  explore val = 0.01, episode reward = 33.9, ave reward = 110.4, sim time = 0.194, fit time = 0.0, episode_time = 0.194
